"TIME","TYPE","AMOUNT","CATEGORY","ACCOUNT","NOTES"
"Dec 25, 2025 7:12 PM","(-) Expense","24.00","Transportation","Primary","bus"
"Dec 26, 2025 8:23 AM","(-) Expense","32.00","Food","Cash","filter coffee"
"Dec 26, 2025 8:53 AM","(-) Expense","54.50","Transportation","Metro","metro"
"Dec 26, 2025 1:07 PM","(-) Expense","57.00","Food","Primary","idli"
"Dec 27, 2025 7:00 AM","(-) Expense","123.00","Sport","Primary","swimming"
"Dec 27, 2025 8:22 AM","(-) Expense","21.00","Food","Primary","filter coffee"
"Dec 27, 2025 1:06 PM","(-) Expense","131.00","Food","Primary","burger"
"Dec 27, 2025 3:28 PM","(-) Expense","819.00","Health","Primary","lab test"
"Dec 27, 2025 9:00 PM","(-) Expense","175.50","Food","Primary","lunch"
"Dec 28, 2025 8:21 AM","(-) Expense","12.00","Food","Primary","tea"
"Dec 28, 2025 1:04 PM","(-) Expense","464.00","Food","Primary","outside dinner"
"Dec 28, 2025 4:00 PM","(-) Expense","721.50","Shopping","Primary","earphones"
"Dec 28, 2025 4:42 PM","(-) Expense","40.00","Food","Cash","egg puff"
"Dec 28, 2025 6:22 PM","(-) Expense","324.00","Entertainment","Primary","cafe hangout"
"Dec 28, 2025 9:00 PM","(-) Expense","128.00","Food","Primary","office cafeteria"
"Dec 29, 2025 8:23 AM","(-) Expense","22.00","Food","Primary","filter coffee"
"Dec 29, 2025 8:53 AM","(-) Expense","26.00","Transportation","Primary","bus"
"Dec 29, 2025 1:06 PM","(-) Expense","158.00","Food","Primary","thali"
"Dec 29, 2025 4:39 PM","(-) Expense","11.00","Food","Primary","tea"
"Dec 29, 2025 7:07 PM","(-) Expense","32.00","Transportation","Primary","bus"
"Dec 29, 2025 9:00 PM","(-) Expense","573.00","Food","Primary","outside dinner"
"Dec 30, 2025 8:18 AM","(-) Expense","12.00","Food","Primary","tea"
"Dec 30, 2025 8:51 AM","(-) Expense","53.00","Transportation","Primary","metro"
"Dec 30, 2025 1:04 PM","(-) Expense","49.00","Food","Primary","idli"
"Dec 30, 2025 2:01 PM","(-) Expense","46.00","Education","Primary","printouts"
"Dec 30, 2025 4:43 PM","(-) Expense","34.00","Food","Cash","poha"
"Dec 30, 2025 9:02 PM","(-) Expense","240.50","Food","Primary","dinner"
"Dec 31, 2025 8:17 AM","(-) Expense","10.50","Food","Primary","tea"
"Dec 31, 2025 8:49 AM","(-) Expense","50.00","Transportation","Metro","metro"
"Dec 31, 2025 1:05 PM","(-) Expense","144.00","Food","Primary","thali"
"Dec 31, 2025 7:12 PM","(-) Expense","47.00","Transportation","Metro","metro"
"Jan 01, 2026 7:01 AM","(-) Expense","140.00","Sport","Primary","swimming"
"Jan 01, 2026 8:18 AM","(-) Expense","10.00","Food","Primary","cutting chai"
"Jan 01, 2026 8:52 AM","(-) Expense","54.50","Transportation","Metro","metro"
"Jan 01, 2026 9:16 AM","(+) Income","55987.20","Salary","Primary","monthly salary"
"Jan 01, 2026 9:38 AM","(*) Transfer","8212.00","-","Primary->Savings","monthly save"
"Jan 01, 2026 9:52 AM","(*) Transfer","3136.00","-","Savings->Emergency","emergency fund"
"Jan 01, 2026 1:05 PM","(-) Expense","115.00","Food","Primary","thali"
"Jan 01, 2026 7:10 PM","(-) Expense","53.00","Transportation","Metro","metro"
"Jan 01, 2026 9:00 PM","(-) Expense","174.00","Food","Primary","thali"
"Jan 02, 2026 8:19 AM","(-) Expense","21.00","Food","Primary","filter coffee"
"Jan 02, 2026 8:48 AM","(-) Expense","47.00","Transportation","Metro","metro"
"Jan 02, 2026 10:04 AM","(-) Expense","11284.00","Home","Primary","rent share"
"Jan 02, 2026 1:04 PM","(-) Expense","147.00","Food","Primary","lunch"
"Jan 02, 2026 4:41 PM","(-) Expense","25.00","Food","Primary","water bottle"
"Jan 02, 2026 7:12 PM","(-) Expense","50.00","Transportation","Metro","metro"
"Jan 03, 2026 7:00 AM","(-) Expense","294.00","Sport","Primary","badminton court"
"Jan 03, 2026 8:21 AM","(-) Expense","11.00","Food","Cash","cutting chai"
"Jan 03, 2026 11:00 AM","(-) Expense","71.00","Ration","Primary","milk and curd"
"Jan 03, 2026 11:13 AM","(-) Expense","181.50","Ration","Primary","weekly veggies"
"Jan 03, 2026 11:19 AM","(-) Expense","358.50","Ration","Primary","rice and dal"
"Jan 03, 2026 11:28 AM","(-) Expense","121.00","Ration","Primary","fruits"
"Jan 03, 2026 11:29 AM","(-) Expense","513.00","Ration","Primary","grocery restock"
"Jan 03, 2026 1:03 PM","(-) Expense","212.00","Food","Primary","dinner"
"Jan 03, 2026 4:40 PM","(-) Expense","71.00","Food","Cash","dosa"
"Jan 03, 2026 6:23 PM","(-) Expense","2167.00","Entertainment","Primary","concert ticket"
"Jan 03, 2026 9:01 PM","(-) Expense","347.00","Food","Primary","weekend brunch"
"Jan 04, 2026 8:18 AM","(-) Expense","14.00","Food","Primary","tea"
"Jan 04, 2026 1:04 PM","(-) Expense","626.50","Food","Primary","outside dinner"
"Jan 04, 2026 6:19 PM","(-) Expense","1389.00","Entertainment","Primary","game purchase"
"Jan 04, 2026 9:03 PM","(-) Expense","138.00","Food","Primary","dinner"
"Jan 05, 2026 8:21 AM","(-) Expense","12.00","Food","Primary","tea"
"Jan 05, 2026 8:51 AM","(-) Expense","48.00","Transportation","Metro","metro"
"Jan 05, 2026 11:17 AM","(-) Expense","530.00","Bills","Primary","wifi"
"Jan 05, 2026 1:04 PM","(-) Expense","157.00","Food","Primary","lunch"
"Jan 06, 2026 7:01 AM","(-) Expense","101.00","Sport","Primary","swimming"
"Jan 06, 2026 8:19 AM","(-) Expense","25.00","Food","Primary","filter coffee"
"Jan 06, 2026 8:53 AM","(-) Expense","41.00","Transportation","Metro","metro"
"Jan 06, 2026 1:03 PM","(-) Expense","134.00","Food","Primary","thali"
"Jan 06, 2026 4:41 PM","(-) Expense","48.00","Food","Cash","juice"
"Jan 06, 2026 7:09 PM","(-) Expense","54.00","Transportation","Metro","metro"
"Jan 07, 2026 8:21 AM","(-) Expense","12.00","Food","Cash","cutting chai"
"Jan 07, 2026 8:49 AM","(-) Expense","50.00","Transportation","Primary","metro"
"Jan 07, 2026 1:05 PM","(-) Expense","45.00","Food","Primary","idli"
"Jan 07, 2026 4:40 PM","(-) Expense","37.00","Food","Primary","idli"
"Jan 07, 2026 7:13 PM","(-) Expense","35.00","Transportation","Primary","metro"
"Jan 08, 2026 7:02 AM","(-) Expense","71.00","Sport","Primary","sports drink"
"Jan 08, 2026 8:51 AM","(-) Expense","54.00","Transportation","Metro","metro"
"Jan 08, 2026 12:09 PM","(-) Expense","620.00","Bills","Primary","electricity"
"Jan 08, 2026 1:06 PM","(-) Expense","98.00","Food","Primary","lunch"
"Jan 08, 2026 4:38 PM","(-) Expense","45.00","Food","Cash","idli"
"Jan 08, 2026 7:11 PM","(-) Expense","47.50","Transportation","Metro","metro"
"Jan 09, 2026 8:19 AM","(-) Expense","27.50","Food","Primary","filter coffee"
"Jan 09, 2026 8:47 AM","(-) Expense","50.00","Transportation","Primary","metro"
"Jan 09, 2026 1:06 PM","(-) Expense","138.00","Food","Primary","lunch"
"Jan 09, 2026 4:38 PM","(-) Expense","14.00","Food","Primary","tea"
"Jan 09, 2026 7:10 PM","(-) Expense","49.00","Transportation","Primary","metro"
"Jan 09, 2026 9:03 PM","(-) Expense","137.00","Food","Primary","thali"
"Jan 10, 2026 7:00 AM","(-) Expense","193.00","Sport","Primary","gym day pass"
"Jan 10, 2026 8:17 AM","(-) Expense","11.00","Food","Primary","tea"
"Jan 10, 2026 11:05 AM","(-) Expense","108.00","Ration","Primary","milk and curd"
"Jan 10, 2026 11:11 AM","(-) Expense","115.00","Ration","Primary","milk and curd"
"Jan 10, 2026 11:19 AM","(-) Expense","80.00","Ration","Primary","eggs pack"
"Jan 10, 2026 11:19 AM","(-) Expense","326.00","Ration","Primary","rice and dal"
"Jan 10, 2026 6:21 PM","(-) Expense","2104.00","Entertainment","Primary","concert ticket"
"Jan 10, 2026 9:00 PM","(-) Expense","172.00","Food","Primary","dinner"
"Jan 11, 2026 8:21 AM","(-) Expense","10.00","Food","Primary","tea"
"Jan 11, 2026 11:08 AM","(-) Expense","94.00","Ration","Primary","fruits"
"Jan 11, 2026 11:37 AM","(-) Expense","101.00","Ration","Primary","milk and curd"
"Jan 11, 2026 1:03 PM","(-) Expense","124.00","Food","Primary","thali"
"Jan 11, 2026 3:27 PM","(-) Expense","668.00","Health","Primary","doctor consult"
"Jan 12, 2026 8:22 AM","(-) Expense","14.50","Food","Primary","tea"
"Jan 12, 2026 1:07 PM","(-) Expense","103.00","Food","Primary","office cafeteria"
"Jan 12, 2026 6:33 PM","(-) Expense","285.00","Telephone","Primary","prepaid top-up"
"Jan 13, 2026 8:23 AM","(-) Expense","11.00","Food","Primary","tea"
"Jan 13, 2026 8:47 AM","(-) Expense","20.00","Transportation","Primary","bus"
"Jan 13, 2026 1:04 PM","(-) Expense","112.00","Food","Primary","office cafeteria"
"Jan 13, 2026 4:43 PM","(-) Expense","25.50","Food","Cash","filter coffee"
"Jan 13, 2026 7:09 PM","(-) Expense","16.00","Transportation","Primary","bus"
"Jan 13, 2026 9:02 PM","(-) Expense","105.00","Food","Primary","office cafeteria"
"Jan 14, 2026 8:23 AM","(-) Expense","14.00","Food","Primary","tea"
"Jan 14, 2026 8:50 AM","(-) Expense","52.00","Transportation","Metro","metro"
"Jan 14, 2026 1:05 PM","(-) Expense","61.00","Food","Primary","idli"
"Jan 14, 2026 7:11 PM","(-) Expense","37.00","Transportation","Metro","metro"
"Jan 15, 2026 7:00 AM","(-) Expense","97.00","Sport","Primary","swimming"
"Jan 15, 2026 8:48 AM","(-) Expense","36.00","Transportation","Metro","metro"
"Jan 15, 2026 1:04 PM","(-) Expense","49.00","Food","Primary","idli"
"Jan 15, 2026 3:28 PM","(-) Expense","770.50","Health","Primary","lab test"
"Jan 15, 2026 7:07 PM","(-) Expense","50.00","Transportation","Metro","metro"
"Jan 15, 2026 8:08 PM","(*) Transfer","3159.00","-","Primary->Credit","credit card payment"
"Jan 16, 2026 8:17 AM","(-) Expense","23.00","Food","Primary","filter coffee"
"Jan 16, 2026 8:53 AM","(-) Expense","15.00","Transportation","Primary","bus"
"Jan 16, 2026 1:06 PM","(-) Expense","86.00","Food","Primary","dosa"
"Jan 16, 2026 3:30 PM","(-) Expense","502.00","Health","Primary","doctor consult"
"Jan 16, 2026 4:41 PM","(-) Expense","84.00","Food","Primary","dosa"
"Jan 16, 2026 7:13 PM","(-) Expense","18.50","Transportation","Primary","bus"
"Jan 17, 2026 7:00 AM","(-) Expense","360.00","Sport","Primary","badminton court"
"Jan 17, 2026 8:23 AM","(-) Expense","21.00","Food","Cash","filter coffee"
"Jan 17, 2026 1:04 PM","(-) Expense","336.00","Food","Primary","weekend brunch"
"Jan 17, 2026 4:37 PM","(-) Expense","55.00","Food","Cash","dosa"
"Jan 17, 2026 6:22 PM","(-) Expense","278.00","Entertainment","Primary","movie"
"Jan 18, 2026 8:18 AM","(-) Expense","12.00","Food","Primary","tea"
"Jan 18, 2026 4:42 PM","(-) Expense","22.50","Food","Primary","water bottle"
"Jan 18, 2026 9:01 PM","(-) Expense","177.00","Food","Primary","burger"
"Jan 19, 2026 8:19 AM","(-) Expense","24.00","Food","Primary","filter coffee"
"Jan 19, 2026 8:50 AM","(-) Expense","41.00","Transportation","Metro","metro"
"Jan 19, 2026 1:03 PM","(-) Expense","100.00","Food","Primary","office cafeteria"
"Jan 19, 2026 4:40 PM","(-) Expense","37.00","Food","Cash","egg puff"
"Jan 19, 2026 7:07 PM","(-) Expense","42.00","Transportation","Metro","metro"
"Jan 19, 2026 9:02 PM","(-) Expense","205.50","Food","Primary","thali"
"Jan 20, 2026 8:23 AM","(-) Expense","29.00","Food","Cash","filter coffee"
"Jan 20, 2026 8:50 AM","(-) Expense","53.50","Transportation","Metro","metro"
"Jan 20, 2026 1:08 PM","(-) Expense","171.50","Food","Primary","thali"
"Jan 20, 2026 4:43 PM","(-) Expense","23.00","Food","Cash","samosa"
"Jan 20, 2026 5:42 PM","(*) Transfer","2885.00","-","Primary->Cash","atm cash"
"Jan 20, 2026 7:07 PM","(-) Expense","41.00","Transportation","Metro","metro"
"Jan 21, 2026 8:23 AM","(-) Expense","10.50","Food","Cash","cutting chai"
"Jan 21, 2026 8:50 AM","(-) Expense","52.00","Transportation","Primary","metro"
"Jan 21, 2026 1:08 PM","(-) Expense","135.00","Food","Primary","thali"
"Jan 21, 2026 4:37 PM","(-) Expense","10.50","Food","Primary","tea"
"Jan 21, 2026 7:12 PM","(-) Expense","55.00","Transportation","Primary","metro"
"Jan 22, 2026 7:02 AM","(-) Expense","331.00","Sport","Primary","badminton court"
"Jan 22, 2026 8:18 AM","(-) Expense","25.00","Food","Primary","filter coffee"
"Jan 22, 2026 8:53 AM","(-) Expense","34.00","Transportation","Metro","metro"
"Jan 22, 2026 7:11 PM","(-) Expense","42.00","Transportation","Metro","metro"
"Jan 22, 2026 9:00 PM","(-) Expense","366.50","Food","Primary","weekend brunch"
"Jan 23, 2026 8:23 AM","(-) Expense","24.00","Food","Cash","filter coffee"
"Jan 23, 2026 8:49 AM","(-) Expense","49.50","Transportation","Metro","metro"
"Jan 23, 2026 1:07 PM","(-) Expense","83.00","Food","Primary","office cafeteria"
"Jan 23, 2026 4:42 PM","(-) Expense","35.00","Food","Primary","poha"
"Jan 24, 2026 8:19 AM","(-) Expense","13.00","Food","Primary","tea"
"Jan 24, 2026 12:02 PM","(+) Income","310.00","Refunds","Primary","cashback"
"Jan 25, 2026 8:20 AM","(-) Expense","31.00","Food","Primary","filter coffee"
"Jan 25, 2026 1:03 PM","(-) Expense","324.00","Food","Primary","outside dinner"
"Jan 25, 2026 4:38 PM","(-) Expense","26.00","Food","Primary","samosa"
"Jan 25, 2026 6:22 PM","(-) Expense","317.50","Entertainment","Primary","cafe hangout"
"Jan 25, 2026 9:01 PM","(-) Expense","643.00","Food","Primary","outside dinner"
"Jan 26, 2026 8:17 AM","(-) Expense","11.00","Food","Primary","tea"
"Jan 26, 2026 8:51 AM","(-) Expense","59.50","Transportation","Primary","metro"
"Jan 26, 2026 1:05 PM","(-) Expense","62.00","Food","Primary","idli"
"Jan 26, 2026 4:43 PM","(-) Expense","22.00","Food","Primary","water bottle"
"Jan 26, 2026 7:11 PM","(-) Expense","59.00","Transportation","Primary","metro"
"Jan 27, 2026 8:22 AM","(-) Expense","12.50","Food","Cash","tea"
"Jan 27, 2026 8:53 AM","(-) Expense","36.00","Transportation","Metro","metro"
"Jan 27, 2026 1:08 PM","(-) Expense","64.00","Food","Primary","idli"
"Jan 27, 2026 4:43 PM","(-) Expense","42.50","Food","Cash","poha"
"Jan 27, 2026 7:12 PM","(-) Expense","43.00","Transportation","Metro","metro"
"Jan 28, 2026 8:18 AM","(-) Expense","29.00","Food","Primary","filter coffee"
"Jan 28, 2026 8:52 AM","(-) Expense","32.50","Transportation","Primary","bus"
"Jan 28, 2026 1:02 PM","(-) Expense","162.00","Food","Primary","thali"
"Jan 28, 2026 4:41 PM","(-) Expense","34.00","Food","Cash","poha"
"Jan 28, 2026 7:10 PM","(-) Expense","18.00","Transportation","Primary","bus"
"Jan 29, 2026 8:18 AM","(-) Expense","14.00","Food","Cash","tea"
"Jan 29, 2026 1:04 PM","(-) Expense","127.00","Food","Primary","office cafeteria"
"Jan 29, 2026 3:28 PM","(-) Expense","1002.00","Health","Primary","lab test"
"Jan 29, 2026 4:43 PM","(-) Expense","20.50","Food","Primary","water bottle"
"Jan 30, 2026 8:23 AM","(-) Expense","11.00","Food","Cash","cutting chai"
"Jan 30, 2026 8:53 AM","(-) Expense","57.00","Transportation","Primary","metro"
"Jan 30, 2026 1:05 PM","(-) Expense","47.00","Food","Primary","idli"
"Jan 30, 2026 4:39 PM","(-) Expense","35.00","Food","Primary","egg puff"
"Jan 30, 2026 7:13 PM","(-) Expense","48.00","Transportation","Primary","metro"
"Jan 31, 2026 7:00 AM","(-) Expense","331.00","Sport","Primary","badminton court"
"Jan 31, 2026 8:23 AM","(-) Expense","11.00","Food","Cash","tea"
"Jan 31, 2026 8:07 PM","(-) Expense","1534.00","Social","Primary","wedding gift"
"Feb 01, 2026 8:21 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Feb 01, 2026 9:14 AM","(+) Income","55987.20","Salary","Primary","monthly salary"
"Feb 01, 2026 9:37 AM","(*) Transfer","10790.50","-","Primary->Savings","monthly save"
"Feb 01, 2026 1:02 PM","(-) Expense","398.00","Food","Primary","weekend brunch"
"Feb 01, 2026 6:19 PM","(-) Expense","242.50","Entertainment","Primary","cafe hangout"
"Feb 01, 2026 9:00 PM","(-) Expense","215.00","Food","Primary","thali"
"Feb 02, 2026 8:23 AM","(-) Expense","11.00","Food","Cash","cutting chai"
"Feb 02, 2026 10:07 AM","(-) Expense","10393.00","Home","Primary","rent share"
"Feb 02, 2026 1:06 PM","(-) Expense","65.00","Food","Primary","dosa"
"Feb 02, 2026 9:00 PM","(-) Expense","554.00","Food","Primary","outside dinner"
"Feb 03, 2026 8:12 AM","(*) Transfer","263.00","-","Primary->Metro","metro card top-up"
"Feb 03, 2026 8:21 AM","(-) Expense","12.00","Food","Cash","tea"
"Feb 03, 2026 8:53 AM","(-) Expense","22.00","Transportation","Primary","bus"
"Feb 03, 2026 1:05 PM","(-) Expense","75.50","Food","Primary","dosa"
"Feb 03, 2026 4:38 PM","(-) Expense","45.00","Food","Primary","poha"
"Feb 03, 2026 7:07 PM","(-) Expense","18.00","Transportation","Primary","bus"
"Feb 04, 2026 8:19 AM","(-) Expense","10.00","Food","Primary","cutting chai"
"Feb 04, 2026 8:51 AM","(-) Expense","49.00","Transportation","Metro","metro"
"Feb 04, 2026 1:06 PM","(-) Expense","60.00","Food","Primary","dosa"
"Feb 04, 2026 7:09 PM","(-) Expense","35.00","Transportation","Metro","metro"
"Feb 04, 2026 9:01 PM","(-) Expense","439.00","Food","Primary","outside dinner"
"Feb 05, 2026 7:00 AM","(-) Expense","160.00","Sport","Primary","gym day pass"
"Feb 05, 2026 8:50 AM","(-) Expense","54.00","Transportation","Primary","metro"
"Feb 05, 2026 11:18 AM","(-) Expense","508.00","Bills","Primary","wifi"
"Feb 05, 2026 1:03 PM","(-) Expense","61.50","Food","Primary","idli"
"Feb 05, 2026 4:38 PM","(-) Expense","23.00","Food","Cash","water bottle"
"Feb 05, 2026 7:12 PM","(-) Expense","49.00","Transportation","Primary","metro"
"Feb 05, 2026 9:00 PM","(-) Expense","187.00","Food","Primary","thali"
"Feb 06, 2026 8:20 AM","(-) Expense","32.00","Food","Primary","filter coffee"
"Feb 06, 2026 8:50 AM","(-) Expense","50.00","Transportation","Metro","metro"
"Feb 06, 2026 1:07 PM","(-) Expense","51.00","Food","Primary","dosa"
"Feb 06, 2026 4:39 PM","(-) Expense","86.50","Food","Primary","dosa"
"Feb 06, 2026 7:09 PM","(-) Expense","42.00","Transportation","Metro","metro"
"Feb 07, 2026 11:19 AM","(-) Expense","309.00","Ration","Primary","chicken"
"Feb 07, 2026 11:27 AM","(-) Expense","261.00","Ration","Primary","rice and dal"
"Feb 07, 2026 11:28 AM","(-) Expense","54.00","Ration","Primary","bread and butter"
"Feb 07, 2026 11:33 AM","(-) Expense","61.00","Ration","Primary","eggs pack"
"Feb 07, 2026 4:43 PM","(-) Expense","33.00","Food","Cash","poha"
"Feb 07, 2026 6:21 PM","(-) Expense","230.00","Entertainment","Primary","cafe hangout"
"Feb 07, 2026 8:12 PM","(-) Expense","231.00","Social","Primary","team lunch share"
"Feb 07, 2026 9:00 PM","(-) Expense","597.50","Food","Primary","outside dinner"
"Feb 08, 2026 8:21 AM","(-) Expense","12.00","Food","Primary","tea"
"Feb 08, 2026 11:24 AM","(-) Expense","365.00","Ration","Primary","chicken"
"Feb 08, 2026 11:24 AM","(-) Expense","278.00","Ration","Primary","rice and dal"
"Feb 08, 2026 12:12 PM","(-) Expense","732.50","Bills","Primary","electricity"
"Feb 08, 2026 4:42 PM","(-) Expense","25.00","Food","Cash","filter coffee"
"Feb 08, 2026 6:20 PM","(-) Expense","215.00","Entertainment","Primary","cafe hangout"
"Feb 09, 2026 8:23 AM","(-) Expense","13.00","Food","Primary","tea"
"Feb 09, 2026 1:07 PM","(-) Expense","55.00","Food","Primary","idli"
"Feb 09, 2026 4:42 PM","(-) Expense","10.50","Food","Cash","biscuit"
"Feb 10, 2026 7:00 AM","(-) Expense","191.00","Sport","Primary","gym day pass"
"Feb 10, 2026 8:19 AM","(-) Expense","13.50","Food","Primary","tea"
"Feb 10, 2026 8:53 AM","(-) Expense","49.50","Transportation","Metro","metro"
"Feb 10, 2026 1:02 PM","(-) Expense","69.00","Food","Primary","idli"
"Feb 10, 2026 4:40 PM","(-) Expense","14.00","Food","Cash","tea"
"Feb 10, 2026 7:07 PM","(-) Expense","41.50","Transportation","Metro","metro"
"Feb 11, 2026 8:20 AM","(-) Expense","10.00","Food","Primary","cutting chai"
"Feb 11, 2026 8:51 AM","(-) Expense","30.00","Transportation","Metro","metro"
"Feb 11, 2026 1:07 PM","(-) Expense","80.00","Food","Primary","office cafeteria"
"Feb 12, 2026 7:00 AM","(-) Expense","55.00","Sport","Primary","sports drink"
"Feb 12, 2026 8:18 AM","(-) Expense","11.00","Food","Cash","tea"
"Feb 12, 2026 1:02 PM","(-) Expense","153.50","Food","Primary","thali"
"Feb 12, 2026 5:00 PM","(-) Expense","1357.00","Clothing","Primary","shoes"
"Feb 12, 2026 6:30 PM","(-) Expense","215.50","Telephone","Primary","prepaid top-up"
"Feb 13, 2026 8:47 AM","(-) Expense","55.00","Transportation","Metro","metro"
"Feb 13, 2026 1:02 PM","(-) Expense","124.00","Food","Primary","lunch"
"Feb 13, 2026 7:07 PM","(-) Expense","41.00","Transportation","Metro","metro"
"Feb 14, 2026 8:18 AM","(-) Expense","12.00","Food","Cash","tea"
"Feb 14, 2026 11:07 AM","(-) Expense","238.00","Ration","Primary","chicken"
"Feb 14, 2026 11:38 AM","(-) Expense","147.00","Ration","Primary","fruits"
"Feb 15, 2026 8:18 AM","(-) Expense","14.00","Food","Cash","tea"
"Feb 15, 2026 4:40 PM","(-) Expense","32.00","Food","Primary","filter coffee"
"Feb 15, 2026 6:23 PM","(-) Expense","161.00","Entertainment","Primary","cafe hangout"
"Feb 15, 2026 8:06 PM","(*) Transfer","3290.00","-","Primary->Credit","credit card payment"
"Feb 15, 2026 8:07 PM","(-) Expense","1513.50","Social","Primary","wedding gift"
"Feb 16, 2026 8:23 AM","(-) Expense","11.50","Food","Primary","cutting chai"
"Feb 16, 2026 1:07 PM","(-) Expense","127.00","Food","Primary","office cafeteria"
"Feb 16, 2026 4:41 PM","(-) Expense","13.00","Food","Primary","biscuit"
"Feb 17, 2026 7:00 AM","(-) Expense","196.50","Sport","Primary","gym day pass"
"Feb 17, 2026 8:20 AM","(-) Expense","34.00","Food","Primary","filter coffee"
"Feb 17, 2026 8:48 AM","(-) Expense","21.00","Transportation","Primary","bus"
"Feb 17, 2026 1:06 PM","(-) Expense","145.00","Food","Primary","lunch"
"Feb 17, 2026 4:39 PM","(-) Expense","80.00","Food","Primary","ice cream"
"Feb 17, 2026 7:11 PM","(-) Expense","21.00","Transportation","Primary","bus"
"Feb 17, 2026 9:02 PM","(-) Expense","242.50","Food","Primary","biryani"
"Feb 18, 2026 8:12 AM","(*) Transfer","362.00","-","Primary->Metro","metro card top-up"
"Feb 18, 2026 8:18 AM","(-) Expense","24.00","Food","Primary","filter coffee"
"Feb 18, 2026 8:53 AM","(-) Expense","54.00","Transportation","Primary","metro"
"Feb 18, 2026 1:08 PM","(-) Expense","61.00","Food","Primary","idli"
"Feb 18, 2026 4:43 PM","(-) Expense","48.50","Food","Cash","idli"
"Feb 18, 2026 7:10 PM","(-) Expense","47.00","Transportation","Primary","metro"
"Feb 19, 2026 7:00 AM","(-) Expense","53.00","Sport","Primary","sports drink"
"Feb 19, 2026 8:23 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Feb 19, 2026 8:47 AM","(-) Expense","39.00","Transportation","Metro","metro"
"Feb 19, 2026 1:04 PM","(-) Expense","82.00","Food","Primary","office cafeteria"
"Feb 19, 2026 7:08 PM","(-) Expense","30.00","Transportation","Metro","metro"
"Feb 20, 2026 8:18 AM","(-) Expense","31.00","Food","Primary","filter coffee"
"Feb 20, 2026 8:47 AM","(-) Expense","46.00","Transportation","Metro","metro"
"Feb 20, 2026 1:06 PM","(-) Expense","47.00","Food","Primary","idli"
"Feb 20, 2026 5:42 PM","(*) Transfer","2766.50","-","Primary->Cash","atm cash"
"Feb 20, 2026 9:03 PM","(-) Expense","370.50","Food","Primary","weekend brunch"
"Feb 21, 2026 7:00 AM","(-) Expense","395.00","Sport","Primary","badminton court"
"Feb 21, 2026 8:21 AM","(-) Expense","14.50","Food","Primary","tea"
"Feb 21, 2026 1:02 PM","(-) Expense","561.50","Food","Primary","outside dinner"
"Feb 22, 2026 11:10 AM","(-) Expense","76.00","Ration","Primary","eggs pack"
"Feb 22, 2026 11:15 AM","(-) Expense","168.00","Ration","Primary","fruits"
"Feb 22, 2026 11:18 AM","(-) Expense","416.00","Ration","Primary","weekly veggies"
"Feb 22, 2026 11:30 AM","(-) Expense","101.00","Ration","Primary","milk and curd"
"Feb 22, 2026 1:05 PM","(-) Expense","132.00","Food","Primary","dinner"
"Feb 22, 2026 4:38 PM","(-) Expense","28.00","Food","Primary","egg puff"
"Feb 22, 2026 8:10 PM","(-) Expense","199.00","Social","Primary","festival sweets"
"Feb 23, 2026 8:22 AM","(-) Expense","22.00","Food","Cash","filter coffee"
"Feb 23, 2026 8:53 AM","(-) Expense","35.50","Transportation","Metro","metro"
"Feb 23, 2026 1:05 PM","(-) Expense","78.00","Food","Primary","office cafeteria"
"Feb 23, 2026 4:39 PM","(-) Expense","97.00","Food","Cash","ice cream"
"Feb 23, 2026 7:11 PM","(-) Expense","35.00","Transportation","Metro","metro"
"Feb 24, 2026 7:00 AM","(-) Expense","70.00","Sport","Primary","sports drink"
"Feb 24, 2026 8:19 AM","(-) Expense","11.00","Food","Primary","cutting chai"
"Feb 24, 2026 8:51 AM","(-) Expense","50.00","Transportation","Metro","metro"
"Feb 24, 2026 1:04 PM","(-) Expense","117.00","Food","Primary","office cafeteria"
"Feb 24, 2026 4:43 PM","(-) Expense","75.00","Food","Cash","dosa"
"Feb 24, 2026 7:07 PM","(-) Expense","47.00","Transportation","Metro","metro"
"Feb 24, 2026 9:03 PM","(-) Expense","114.00","Food","Primary","office cafeteria"
"Feb 25, 2026 8:22 AM","(-) Expense","35.00","Food","Cash","filter coffee"
"Feb 25, 2026 8:51 AM","(-) Expense","27.00","Transportation","Primary","bus"
"Feb 25, 2026 1:04 PM","(-) Expense","58.00","Food","Primary","idli"
"Feb 25, 2026 7:10 PM","(-) Expense","23.50","Transportation","Primary","bus"
"Feb 25, 2026 9:00 PM","(-) Expense","128.00","Food","Primary","dinner"
"Feb 26, 2026 7:03 AM","(-) Expense","136.00","Sport","Primary","swimming"
"Feb 26, 2026 8:21 AM","(-) Expense","10.00","Food","Primary","cutting chai"
"Feb 26, 2026 8:50 AM","(-) Expense","29.00","Transportation","Primary","bus"
"Feb 26, 2026 1:05 PM","(-) Expense","101.00","Food","Primary","thali"
"Feb 26, 2026 4:38 PM","(-) Expense","21.50","Food","Primary","water bottle"
"Feb 26, 2026 7:07 PM","(-) Expense","19.00","Transportation","Primary","bus"
"Feb 26, 2026 9:03 PM","(-) Expense","203.00","Food","Primary","dinner"
"Feb 27, 2026 8:17 AM","(-) Expense","14.50","Food","Cash","tea"
